Place,Type of meteorite,"Mass, g",Fell/found?,Year,Database,Coordinate 1,Coordinates 2
LEW 88109,L5,19.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13862,-84.25248,161.38069
EET 90881,L6,19.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9290,-76.27835,156.49957
EET 90949,L6,19.8,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9358,-76.27253,156.43308
EET 92172,LL6,19.8,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9573,-76.04507,156.05937
QUE 93535,H5,19.8,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19623,-84,168
GRO 95600,LL5,19.8,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11328,-85.66667,175
QUE 97064,LL5,19.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20471,-84,168
QUE 97095,LL5,19.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20502,-84,168
QUE 97829,LL5,19.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21283,-84,168
QUE 97830,LL5,19.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21284,-84,168
MET 001104,H5,19.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15600,-79.68333,159.75
TEN 00002,L6,19.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=23900,-80.25,153.5
LAP 02315,L4,19.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12582,-86.36667,-70
A-881717,H5,19.79,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4426,-72,26
Y-793238,L6,19.78,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28587,-71.5,35.66667
Y-86692,LL6,19.78,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30198,-71.5,35.66667
Y-791608,H5,19.77,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26957,-71.5,35.66667
Y-81006,L5,19.77,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=29067,-71.5,35.66667
Y-792050,Stone-uncl,19.75,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27399,-71.5,35.66667
Y-74058,H4,19.72,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24436,-71.5,35.66667
A-87315,H4,19.71,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2672,-72,26
Gunnadorah,H5,19.7,Found,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=11454,-31,125.93333
ALHA81156,L3.5,19.7,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2116,-76.69472,159.38944
Y-82136,L6,19.7,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29330,-71.5,35.66667
ALH 82133,H4,19.7,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=509,-76.90256,157.02793
LEW 88155,H5,19.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13908,-84.24273,161.42397
LEW 88342,H5,19.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14093,-84.27378,161.40689
LEW 88147,H5,19.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13900,-84.24646,161.39773
EET 90850,L6,19.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9259,-76.27994,156.50071
EET 90930,L6,19.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9339,-76.27432,156.44064
Reid 027,Brachinite,19.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=22582,-30.31806,128.37333
PCA 91156,H6,19.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18447,-85.66681,-69.02116
QUE 93293,H5,19.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19381,-84,168
QUE 93750,H6,19.7,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19835,-84,168
EET 96343,L6,19.7,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9933,-76.18333,157.16667
QUE 97652,LL5,19.7,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21108,-84,168
MET 00963,LL6,19.7,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16197,-79.68333,159.75
MET 001024,LL6,19.7,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15520,-79.68333,159.75
MET 001074,H6,19.7,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15570,-79.68333,159.75
JaH 528,H6,19.7,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=51415,19.53428,55.17403
FRO 09009,H5,19.7,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=55356,-72.95267,160.46532
A-9019,Stone-uncl,19.69,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=4852,-72,26
QUE 02141,LL5,19.69,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18954,-84,168
Dho 829,H6,19.68,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7575,19.06003,54.5788
GRV 021569,H4,19.67,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46552,-72.94028,75.28583
RdDL 074,Unknown,19.67,Found,2012,http://www.lpi.usra.edu/meteor/metbull.php?code=56290,35.67,-114.06
GRV 99005,LL5,19.66,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11402,-73.08333,75.2
GRV 022153,L6,19.66,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46859,-72.77889,75.31361
Y-792542,H5,19.65,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27891,-71.5,35.66667
GRV 021776,L6,19.63,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47858,-72.774167,75.325556
A-881865,LL4,19.62,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4574,-72,26
Y-792044,Stone-uncl,19.61,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27393,-71.5,35.66667
GRV 051848,L6,19.61,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46956,-72.77972,75.31194
GRV 051595,H4,19.61,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50277,-72.93889,75.29333
Y-75105,"Iron, IIAB",19.6,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25146,-71.5,35.66667
ALHA78191,H6,19.6,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1804,-76.71667,159.66667
Y-793226,L6,19.6,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28575,-71.5,35.66667
ALH 84186,H6,19.6,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=788,-76.65807,159.32555
LEW 86217,H5,19.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13154,-84.27371,161.69393
LEW 86452,H5,19.6,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13382,-84.27422,161.67635
EET 87742,L6,19.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8292,-76.28361,157.19524
EET 87591,H6,19.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8141,-76.18333,157.16667
EET 87609,H5,19.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8159,-76.27009,156.46006
LEW 88106,H6,19.6,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13859,-84.25533,161.40158
EET 90168,L6,19.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8577,-76.26799,156.50322
EET 90884,L6,19.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9293,-76.28452,156.48347
EET 90021,CM2,19.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8431,-76.26811,156.4562
PCA 91229,L6,19.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18520,-85.67498,-68.72478
PCA 91428,L6,19.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18719,-85.68768,-68.36234
QUE 93660,L5,19.6,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19747,-84,168
QUE 97862,L6,19.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21316,-84,168
GRA 98128,H5,19.6,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11120,-86.71667,-141.5
QUE 99329,H6,19.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21779,-84,168
FRO 99037,H4,19.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=10830,-72.9625,160.57
MET 001066,H6,19.6,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15562,-79.68333,159.75
FRO 01137,H5,19.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10319,-72.99222,160.39611
GRV 021547,L5,19.6,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30702,-72.96389,75.22222
A-87347,L6,19.59,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2704,-72,26
A-880444,Stone-uncl,19.56,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3153,-72,26
A-880688,L6,19.56,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3397,-72,26
A-880820,L3.7,19.55,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3529,-72,26
SaU 149,H4,19.55,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=23341,21.03858,57.29383
Y-86053,L6,19.53,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29559,-71.5,35.66667
A-881161,H3,19.52,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3870,-72,26
A-880847,H4,19.51,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3556,-72,26
King Tut,L5,19.51,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=12315,35.92333,-114.10167
QUE 02111,H5,19.51,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18924,-84,168
FRO 03085,H5,19.51,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30641,-72.99478,160.39561
EET 83268,L6,19.5,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7908,-76.31806,157.19611
LEW 87201,H5,19.5,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13666,-84.2732,161.69924
EET 90841,L6,19.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9250,-76.28683,156.48353
EET 90186,L6,19.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8595,-76.28071,156.48123
EET 90275,L6,19.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8684,-76.28799,156.47813
EET 90810,L6,19.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9219,-76.28324,156.46829
EET 90387,L6,19.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8796,-76.27814,156.39369
PCA 91275,L5,19.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18566,-85.68102,-68.76888
EET 92178,CR2,19.5,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9579,-76.05342,156.00834
QUE 93287,L5,19.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19375,-84,168
QUE 93352,H5,19.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19440,-84,168
QUE 94451,L5,19.5,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20083,-84,168
MET 01078,CM2,19.5,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16311,-79.68333,159.75
PCA 01001,LL5,19.5,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=31286,-85.6661,-69.04142
CdDL 028,L5,19.5,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=52967,35.296,-117.472
Watson 007,EL3,19.5,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=52943,-30.48333,131.68333
Catalina 006,H5/6,19.5,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=56672,-25.23333,-69.71667
Y-790443,H3.7,19.49,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25792,-71.5,35.66667
Y-791734,H4,19.47,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27083,-71.5,35.66667
GRV 051845,L5,19.47,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50317,-72.78,75.31194
Y-791058,Winonaite,19.46,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26407,-71.5,35.66667
SaU 417,H5,19.46,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=35706,20.27962,56.50845
A-880883,LL6,19.44,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3592,-72,26
MET 00661,H6,19.44,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15895,-79.68333,155.75
Y-790252,Stone-uncl,19.43,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25601,-71.5,35.66667
A-882089,H4,19.42,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4798,-72,26
JaH 207,Mesosiderite,19.41,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=35526,19.9875,56.41672
PCA 02059,L5,19.41,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18241,-85.63333,-68.7
ALHA77025,H5,19.4,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1339,-76.71667,159.66667
ALHA77086,H5,19.4,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1399,-76.71667,159.66667
FRO 84003,H6,19.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=10365,-72.95488,160.47328
FRO 84005,H3,19.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=10367,-72.95488,160.47328
ALH 84054,CM2,19.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=656,-76.7406,158.81318
LEW 85456,H5,19.4,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12924,-84.28122,161.39987
LEW 85434,L3.4,19.4,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12902,-84.2882,161.33793
ALH 85082,L6,19.4,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=948,-76.90259,156.68577
LEW 86177,H6,19.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13115,-84.25789,161.38251
LEW 86232,H5,19.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13166,-84.26836,161.37121
LEW 87157,H5,19.4,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13624,-84.34853,161.32502
EET 87595,L5,19.4,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8145,-76.18333,157.16667
EET 87760,L6,19.4,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8310,-76.28235,156.45356
A-880339,Stone-uncl,19.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3048,-72,26
LEW 88490,H5,19.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14234,-84.24795,161.38673
EET 90164,L6,19.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8573,-76.28788,156.47024
QUE 93651,L5,19.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19738,-84,168
QUE 93308,H6,19.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19396,-84.57939,162.61532
QUE 94532,L6,19.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20164,-84,168
GRA 95222,L6,19.4,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=10982,-86.71667,-141.5
EET 96283,H6,19.4,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9874,-76.18333,157.16667
QUE 97267,LL5,19.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20725,-84,168
QUE 99178,LL5,19.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21629,-84,168
QUE 99388,LL5,19.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21837,-84,168
MET 01145,LL5,19.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16377,-79.68333,159.75
MET 01284,LL5,19.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16516,-79.68333,159.75
MET 01297,LL6,19.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16529,-79.68333,159.75
MAC 02752,L5,19.4,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=15045,-84.21667,160.5
MET 00734,LL6,19.39,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15968,-79.68333,155.75
Y-794066,H4,19.36,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29020,-71.5,35.66667
A-87349,H5,19.36,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2706,-72,26
JaH 675,H5,19.36,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56229,19.66393,55.69107
Y-791236,H4/5,19.35,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26585,-71.5,35.66667
MET 00804,LL6,19.35,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16038,-79.68333,155.75
Y-790961,Stone-uncl,19.34,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26310,-71.5,35.66667
SaU 154,H4,19.34,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=33994,21.05172,57.23795
Y-793376,H4,19.33,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28725,-71.5,35.66667
Dho 811,H5,19.32,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7557,18.5581,54.1039
JaH 773,L4,19.32,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56503,19.81167,56.50972
A-87130,H6,19.31,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2487,-72,26
ALHA77228,H5,19.3,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1539,-76.71667,159.66667
ALHA79047,H5,19.3,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=1920,-76.70194,159.36472
LEW 86074,H5,19.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13013,-84.2738,161.69275
A-880863,H3.7,19.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3572,-72,26
LEW 88639,H5,19.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14376,-84.27231,161.40262
ALH 88051,H5,19.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=1095,-76.69005,159.38471
EET 90680,L6,19.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9089,-76.26767,156.44644
EET 90627,L6,19.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9036,-76.26978,156.43451
PCA 91362,H6,19.3,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18653,-85.66043,-69.04611
PCA 91450,L6,19.3,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18741,-85.66861,-68.06133
QUE 94453,LL6,19.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20085,-84,168
QUE 94574,H5,19.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20205,-84,168
ALH 95100,L6,19.3,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=1278,-76.71667,159.66667
EET 96176,L6,19.3,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9768,-76.18333,157.16667
QUE 97653,LL5,19.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21109,-84,168
QUE 99171,LL5,19.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21623,-84,168
EET 99451,H5,19.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=9994,-76.18333,157.16667
MET 001022,H5,19.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15518,-79.68333,159.75
MAC 02703,Howardite,19.3,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14999,-84.21667,160.5
Watson 010,H5,19.3,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=52655,-30.5,131.71667
A-881573,H6,19.27,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4282,-72,26
A-881881,H4,19.27,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4590,-72,26
A-881313,LL3.8,19.26,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4022,-72,26
A-880138,Stone-uncl,19.23,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2847,-72,26
Y-8418,L6,19.22,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=29465,-71.5,35.66667
Y-86191,H4,19.22,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29697,-71.5,35.66667
A-881930,EL6,19.22,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4639,-72,26
A-881251,H4,19.21,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3960,-72,26
Shalim 019,H4,19.21,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56203,18.911,55.5569
Y-74127,L6,19.2,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24505,-71.5,35.66667
ALHA78235,L3.4,19.2,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1848,-76.71667,159.66667
EET 83389,CM2,19.2,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8024,-76.29944,157.24055
ALH 84145,H5,19.2,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=747,-76.95195,156.91759
LEW 86070,LL6,19.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13009,-84.2737,161.69153
LEW 86350,H6,19.2,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13281,-84.25767,161.38104
MAC 88179,H5,19.2,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=15343,-84.21667,160.5
PCA 91269,H6,19.2,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18560,-85.68156,-68.81937
QUE 93408,H5,19.2,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19496,-84,168
LEW 93815,H5,19.2,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14538,-84.2739,161.68448
QUE 97682,L6,19.2,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21138,-84,168
MET 00831,LL4,19.2,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16065,-79.68333,159.75
FRO 01012,Ureilite,19.2,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10196,-72.97111,160.33389
Dho 1746,H5,19.2,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56484,19.05667,54.5125
A-880920,LL6,19.19,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3629,-72,26
FRO 93026,H5,19.19,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=10657,-72.98889,160.40778
GRV 021574,L6,19.19,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46763,-72.96306,75.23917
Y-791484,L6,19.18,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26833,-71.5,35.66667
GRV 053525,L5,19.18,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50539,-72.77889,75.3156
A-881612,EL6,19.16,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4321,-72,26
MET 00887,H6,19.16,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16121,-79.68333,155.75
A-880606,H5,19.15,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3315,-72,26
Y-74056,H4,19.14,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24434,-71.5,35.66667
A-87127,CK6,19.12,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2484,-72,26
Y-75033,H4,19.1,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25074,-71.5,35.66667
ALHA77134,H6,19.1,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1446,-76.71667,159.66667
RKPA80213,H6,19.1,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22482,-76.24078,158.23886
LEW 88345,H5,19.1,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14096,-84.28941,161.33649
EET 90554,L6,19.1,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8963,-76.28341,156.46279
EET 90573,L6,19.1,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8982,-76.27068,156.43706
